短地: duǎn de
嘀地: dí de
蹬地: dēng de
突地: tū de
忽地: hū de
霍地: huò de
蓦地: mò de
倏地: shū de
墩地: dūn de
般地: bān de
嗖地: sōu de
尹地: yǐn de
咻地: xiū de
羞地: xiū de
腾地: téng de
傻地: shǎ de
气地: qì de
怯地: qiè de
全地: quán de
求地: qiú de
取地: qǔ de
轻地: qīng de
起地: qǐ de
球地: qiú de
强地: qiáng de
愀地: qiǎo de
确地: què de
猛地: měng de
河地: hé de
哼地: hēng de
没目标地: méi mù biāo de
咪咪地叫: mī mī de jiào
哞哞地叫: mōu mōu de jiào
慢慢地走: màn màn de zǒu
慢慢地煮: màn màn de zhǔ
勉强地在: miǎn qiǎng de zài
毛求疵地: máo qiú cī de
明确地说: míng què de shuō
没气力地: méi qì lì de
磨石子地: mó shí zi de
每三年地: měi sān nián de
没受伤地: méi shòu shāng de
摸索着地: mō suǒ zhe de
魔术般地: mó shù bān de
没头脑地: méi tóu nǎo de
弥天亘地: mí tiān gèn de
慢吞吞地: màn tūn tūn de
慢腾腾地: màn téng téng de
腼腆地说: miǎn tiǎn de shuō
腼腆地笑: miǎn tiǎn de xiào
每小时地: měi xiǎo shí de
满意地说: mǎn yì de shuō
慢悠悠地: màn yōu yōu de
满意地笑: mǎn yì de xiào
名义上地: míng yì shàng de
每音节地: měi yīn jié de
谜一般地: mí yì bān de
面对面地: miàn duì miàn de
猛地一拉: měng de yī lā
猛地扑打: měng de pū dǎ
猛地扑到: měng de pū dào
猛地向上: měng de xiàng shàng
猛地闯入: měng de chuǎng rù
猛地抓住: měng de zhuā zhù
猛地往下: měng de wǎng xià
猛地想来: měng de xiǎng lái
猛地想起: měng de xiǎng qǐ
猛地醒觉: měng de xǐng jué
麻地敖包: má de áo bāo
猛地一动: měng de yī dòng
猛地一愣: měng de yī lèng
猛地发现: měng de fā xiàn
漫地匝地: màn de zā de
猛地扔下: měng de rēng xià
猛地落下: měng de là xià
猛地一把: měng de yī bǎ
猛地站起: měng de zhàn qǐ
名词性地: míng cí xìng de
没出息地: méi chū xī de
空前地多: kōng qián de duō
肯切地说: kěn qiè de shuō
恳切地说: kěn qiè de shuō
恳求地说: kěn qiú de shuō
可劝告地: kě quàn gào de
可区分地: kě qū fēn de
可区别地: kě qū bié de
可取代地: kě qǔ dài de
可钦佩地: kě qīn pèi de
狂犬病地: kuáng quǎn bìng de
客气地说: kè qì de shuō
哭泣地说: kū qì de shuō
恳求似地: kěn qiú shì de
快速地跑: kuài sù de pǎo
可实行地: kě shí xíng de
可说明地: kě shuō míng de
哭天嚎地: kū tiān háo de
狂天说地: kuáng tiān shuō de
垦拓荒地: kěn tuò huāng de
口头上地: kǒu tóu shàng de
卡塔地响: kǎ tǎ de xiǎng
可替换地: kě tì huàn de
哭天哭地: kū tiān kū de
开玩笑地: kāi wán xiào de
开心地说: kāi xīn de shuō
开心地笑: kāi xīn de xiào
可享乐地: kě xiǎng lè de
可信任地: kě xìn rèn de
可信赖地: kě xìn lài de
可选择地: kě xuǎn zé de
可悬吊地: kě xuán diào de
可旋转地: kě xuán zhuǎn de
可想象地: kě xiǎng xiàng de
可想像地: kě xiǎng xiàng de
刻意地去: kè yì de qù
可依赖地: kě yī lài de
可拥护地: kě yōng hù de
可原谅地: kě yuán liàng de
可预料地: kě yù liào de
可移动地: kě yí dòng de
抗议地说: kàng yì de shuō
苦役般地: kǔ yì bān de
溃疡性地: kuì yáng xìng de
可争辩地: kě zhēng biàn de
可中止地: kě zhōng zhǐ de
可支持地: kě zhī chí de
可折射地: kě zhé shè de
可证明地: kě zhèng míng de
可治疗地: kě zhì liáo de
可知觉地: kě zhī jué de
可转动地: kě zhuàn dòng de
可着色地: kě zhe sè de
可着色地: kě zhe sè de
可尊敬地: kě zūn jìng de
可憎恶地: kě zēng è de
可赞赏地: kě zàn shǎng de
夸张地说: kuā zhāng de shuō
马尔地夫: mǎ ěr de fū
没来由地: méi lái yóu de
茫然地看: máng rán de kàn
猛力踩地: měng lì cǎi de
猛烈地刮: měng liè de guā
马拉地语: mǎ lā de yǔ
名狼藉地: míng láng jí de
没礼貌地: méi lǐ mào de
命令式地: mìng lìng shì de
媒染剂地: méi rǎn jì de
媒染性地: méi rǎn xìng de
明白地说: míng bái de shuō
每半年地: měi bàn nián de
每百年地: měi bǎi nián de
困惑地问: kùn huò de wèn
可分别地: kě fēn bié de
可分离地: kě fēn lí de
可反对地: kě fǎn duì de
可反驳地: kě fǎn bó de
可防御地: kě fáng yù de
康复中地: kāng fù zhōng de
可改变地: kě gǎi biàn de
可更好地: kě gèng hǎo de
刻骨地爱: kè gǔ de ài
客观地看: kè guān de kàn
可公开地: kě gōng kāi de
可估价地: kě gū jià de
可较好地: kě jiào hǎo de
可计算地: kě jì suàn de
可节省地: kě jié shěng de
可交换地: kě jiāo huàn de
可接近地: kě jiē jìn de
可救济地: kě jiù jì de
可扩张地: kě kuò zhāng de
可肯定地: kě kěn deng de
可宽恕地: kě kuān shù de
空孔状地: kōng kǒng zhuàng de
苦苦地干: kǔ kǔ de gàn
可目视地: kě mù shì de
可明言地: kě míng yán de
可评价地: kě píng jià de
可单独地: kě dān dú de
肯定地说: kěn deng de shuō
卡地根郡: kǎ de gēn jùn
可动性地: kě dòng xìng de
可点数地: kě diǎn shù de
可断言地: kě duàn yán de
可断定地: kě duàn deng de
均匀地涂: jūn yún de tú
进一步地: jìn yí bù de
将有效地: jiāng yǒu xiào de
兼有其地: jiān yǒu qí de
惊讶地说: jīng yà de shuō
箭也似地: jiàn yě shì de
紧张地说: jǐn zhāng de shuō
狡诈地笑: jiǎo zhà de xiào
脚着地时: jiǎo zhe de shí
就自动地: jiù zì dòng de
交战中地: jiāo zhàn zhōng de
讲真话地: jiǎng zhēn huà de
极准时地: jí zhǔn shí de
建筑上地: jiàn zhù shàng de
假正经地: jiǎ zhèng jīng de
精制地蜡: jīng zhì de là
可认识地: kě rèn shí de
可让出地: kě ràng chū de
可列举地: kě liè jǔ de
可论证地: kě lùn zhèng de
可忍受地: kě rěn shòu de
可忍耐地: kě rěn nài de
可怜悯地: kě lián mǐn de
可饶恕地: kě ráo shù de
可容许地: kě róng xǔ de
可容忍地: kě róng rěn de
可爱地仃: kě ài de dīng
可理解地: kě lǐ jiě de
可比较地: kě bǐ jiào de
可驳斥地: kě bó chì de
可保卫地: kě bǎo wèi de
可变通地: kě biàn tōng de
可被选地: kě bèi xuǎn de
可辨别地: kě biàn bié de
可辩护地: kě biàn hù de
可辩解地: kě biàn jiě de
看不见地: kàn bú jiàn de
看不出地: kàn bù chū de
靠不住地: kào bú zhù de
口吃地说: kǒu chī de shuō
空场闲地: kōng chǎng xián de
口才好地: kǒu cái hǎo de
可承认地: kě chéng rèn de
可承诺地: kě chéng nuò de
可崇敬地: kě chóng jìng de
可触知地: kě chù zhī de
可察觉地: kě chá jué de
看穿了地: kàn chuān le de
就明显地: jiù míng xiǎn de
急忙地讲: jí máng de jiǎng
近旁地在: jìn páng de zài
尽情地谈: jìn qíng de tán
就轻轻地: jiù qīng qīng de
就悄悄地: jiù qiāo qiāo de
精确地说: jīng què de shuō
静悄悄地: jìng qiāo qiāo de
尖声地叫: jiān shēng de jiào
急速地跳: jí sù de tiào
就顺利地: jiù shùn lì de
沮丧地说: jǔ sàng de shuō
尖声地说: jiān shēng de shuō
技术上地: jì shù shàng de
技术好地: jì shù hǎo de
建设性地: jiàn shè xìng de
经衰弱地: jīng shuāi ruò de
急速地念: jí sù de niàn
急速地说: jí sù de shuō
竞赛性地: jìng sài xìng de
矫饰地做: jiǎo shì de zuò
精神上地: jīng shén shàng de
击天抓地: jī tiān zhuā de
具体地说: jù tǐ de shuō
极天爬地: jí tiān pá de
阶梯式地: jiē tī shì de
极痛苦地: jí tòng kǔ de
家庭式地: jiā tíng shì de
极紊乱地: jí wěn luàn de
近尾部地: jìn wěi bù de
机械地做: jī xiè de zuò
将相应地: jiàng xiàng yīng de
假腥腥地: jiǎ xīng xīng de
惊喜地说: jīng xǐ de shuō
就细致地: jiù xì zhì de
惊喜地问: jīng xǐ de wèn
就鲜明地: jiù xiān míng de
记性好地: jì xìng hǎo de
极详细地: jí xiáng xì de
尽可能地: jìn kě néng de
尽快地唱: jǐn kuài de chàng
艰苦地干: jiān kǔ de gàn
极快地说: jí kuài de shuō
渐渐地大: jiàn jiàn de dà
渐渐地小: jiàn jiàn de xiǎo
脚尖点地: jiǎo jiān diǎn de
脚尖着地: jiǎo jiān zhe de
就急急地: jiù jí jí de
就渐渐地: jiù jiàn jiàn de
静静地听: jìng jìng de tīng
极均衡地: jí jūn héng de
极谨慎地: jí jǐn shèn de
季节性地: jì jié xìng de
经济学地: jīng jì xué de
唧唧地叫: jī jī de jiào
警句式地: jǐng jù shì de
就飞快地: jiù fēi kuài de
几何学地: jǐ hé xué de
交互式地: jiāo hù shì de
经分析地: jīng fēn xī de
经分解地: jīng fēn jiě de
较合适地: jiào hé shì de
就尴尬地: jiù gān gà de
坚决地说: jiān jué de shuō
决定性地: jué deng xìng de
绝对地说: jué duì de shuō
简单地讲: jiǎn dān de jiǎng
简单地说: jiǎn dān de shuō
激动地说: jī dòng de shuō
讲道理地: jiǎng dào lǐ de
娇滴滴地: jiāo dī dī de
就大大地: jiù dà dà de
坚定地说: jiān deng de shuō
局部性地: jú bù xìng de
基本上地: jī běn shàng de
禁不住地: jīn bú zhù de
金城池地: jīn chéng chí de
金城汤地: jīn chéng tāng de
急促地说: jí cù de shuō
经承认地: jīng chéng rèn de
急促地谈: jí cù de tán
锯齿形地: jù chǐ xíng de
艰难地走: jiān nán de zǒu
将理性地: jiāng lǐ xìng de
紧挨着地: jǐn āi zhe de
接连地打: jiē lián de dǎ
激昂地说: jī áng de shuō
机能上地: jī néng shàng de
具理解地: jù lǐ jiě de
肩并肩地: jiān bìng jiān de
痉挛性地: jìng luán xìng de
公正地说: gōng zhèng de shuō
更正确地: gēng zhèng què de
更自觉地: gèng zì jué de
固执地说: gù zhí de shuō
供展览地: gōng zhǎn lǎn de
该诅咒地: gāi zǔ zhòu de
贵族似地: guì zú shì de
贵族般地: guì zú bān de
嘎吱地响: gā zhī de xiǎng
更深入地: gēng shēn rù de
共事务地: gòng shì wù de
感天泣地: gǎn tiān qì de
怪天怪地: guài tiān guài de
感叹地说: gǎn tàn de shuō
国王似地: guó wáng shì de
公务上地: gōng wù shàng de
怪物似地: guài wù shì de
更雄伟地: gèng xióng wěi de
高兴地从: gāo xìng de cóng
高兴地说: gāo xìng de shuō
高兴地笑: gāo xìng de xiào
高兴地喊: gāo xìng de hǎn
关系词地: guān xì cí de
更向前地: gèng xiàng qián de
更辛苦地: gèng xīn kǔ de
更详细地: gèng xiáng xì de
骨相学地: gǔ xiāng xué de
广义地说: guǎng yì de shuō
更有力地: gèng yǒu lì de
更有效地: gèng yǒu xiào de
更愉快地: gèng yú kuài de
更严重地: gèng yán zhòng de
概括地说: gài kuò de shuō
公开地讲: gōng kāi de jiǎng
公开地说: gōng kāi de shuō
感慨地说: gǎn kǎi de shuō
更可取地: gèng kě qǔ de
概括地讲: gài kuò de jiǎng
概括性地: gài kuò xìng de
公平地说: gōng píng de shuō
关切地问: guān qiè de wèn
更全面地: gèng quán miàn de
够气派地: gòu qì pài de
感情上地: gǎn qíng shàng de
更确切地: gèng què qiè de
乖乖地听: guāi guāi de tīng
呱呱地叫: gū gū de jiào
咕咕地叫: gū gū de jiào
咯咯地笑: gē gē de xiào
格格地笑: gé gé de xiào
尴尬地笑: gān gà de xiào
格格地响: gé gé de xiǎng
咯咯地叫: gē gē de jiào
格格地咬: gé gé de yǎo
格格地嚼: gé gé de jué
鸪鸪地叫: gū gū de jiào
嘎嘎地叫: gā gā de jiào
嘎嘎地响: gā gā de xiǎng
更坚决地: gèng jiān jué de
更精确地: gèng jīng què de
恭敬地送: gōng jìng de sòng
感激地说: gǎn jī de shuō
过节似地: guò jié shì de
国际性地: guó jì xìng de
感觉上地: gǎn jué shàng de
感觉到地: gǎn jué dào de
更好地为: gèng hǎo de wèi
过分地做: guò fèn de zuò
更缓慢地: gèng huǎn màn de
更多地是: gèng duō de shì
更粗劣地: gèng cū liè de
高采烈地: gāo cǎi liè de
更恶劣地: gèng è liè de
拱廊似地: gǒng láng shì de
高利贷地: gāo lì dài de
攻不破地: gōng bù pò de
干巴巴地: gān bā bā de
根本上地: gēn běn shàng de
更不幸地: gèng bù xìng de
会准确地: huì zhǔn què de
孩子似地: hái zi shì de
很自然地: hěn zì rán de
很准确地: hěn zhǔn què de
猴子似地: hóu zi shì de
反宗教地: fǎn zōng jiào de
发作性地: fā zuò xìng de
好争吵地: hǎo zhēng chǎo de
红着脸地: hóng zhe liǎn de
红着脸地: hóng zhe liǎn de
放纵地笑: fàng zòng de xiào
非正式地: fēi zhèng shì de
非正统地: fēi zhèng tǒng de
非正常地: fēi zhèng cháng de
非宗教地: fēi zōng jiào de
非政治地: fēi zhèng zhì de
孩子气地: hái zi qì de
疯子似地: fēng zi shì de
孤零零地: gū líng líng de
过了头地: guò le tóu de
孤立地看: gū lì de kàn
孤立地说: gū lì de shuō
高傲地说: gāo ào de shuō
骨碌碌地: gū lù lù de
烦天恼地: fán tiān nǎo de
还突出地: hái tū chū de
还甜甜地: hái tián tián de
很投入地: hěn tóu rù de
很突然地: hěn tū rán de
风土性地: fēng tǔ xìng de
好挑剔地: hǎo tiāo tī de
沸腾着地: fèi téng zhe de
很委婉地: hěn wěi wǎn de
放心地做: fàng xīn de zuò
回旋地飞: huí xuán de fēi
诙谐地说: huī xié de shuō
很辛苦地: hěn xīn kǔ de
很详细地: hěn xiáng xì de
很响亮地: hěn xiǎng liàng de
分虚伪地: fēn xū wěi de
好嬉戏地: hǎo xī xì de
负向地地: fù xiàng de de
坏心眼地: huài xīn yǎn de
飞也似地: fēi yě shì de
还愉快地: hái yú kuài de
虎咽地吃: hǔ yàn de chī
很隐敝地: hěn yǐn bì de
反应性地: fǎn yìng xìng de
怀疑性地: huái yí xìng de
黑黝黝地: hēi yǒu yǒu de
缓慢地走: huǎn màn de zǒu
缓慢地说: huǎn màn de shuō
缓慢地流: huǎn màn de liú
毁灭似地: huǐ miè shì de
很便宜地: hěn pián yí de
好批评地: hǎo pī píng de
衡平法地: héng píng fǎ de
风趣地说: fēng qù de shuō
还清晰地: huán qīng xī de
很轻松地: hěn qīng sōng de
很轻蔑地: hěn qīng miè de
很谦恭地: hěn qiān gōng de
夫妻间地: fū qī jiān de
好奇地听: hào qí de tīng
花腔音地: huā qiāng yīn de
富情感地: fù qíng gǎn de
非社会地: fēi shè huì de
和善地问: hé shàn de wèn
放声地哭: fàng shēng de kū
放肆地笑: fàng sì de xiào
洪水似地: hóng shuǐ shì de
活生生地: huó shēng shēng de
很顺利地: hěn shùn lì de
火山似地: huǒ shān shì de
华俗气地: huá sú qì de
合时令地: hé shí lìng de
合时宜地: hé shí yí de
怀熟虑地: huái shú lǜ de
放射状地: fàng shè zhuàng de
放射镜地: fàng shè jìng de
腐蚀性地: fǔ shí xìng de
哈哈地笑: hā hā de xiào
恨恨地说: hèn hèn de shuō
好好地吃: hǎo hǎo de chī
嘿嘿地笑: hēi hēi de xiào
反复地做: fǎn fù de zuò
好好地练: hǎo hǎo de liàn
还好好地: hái hǎo hǎo de
狠狠地说: hěn hěn de shuō
愤愤地说: fèn fèn de shuō
繁华旺地: fán huá wàng de
分华丽地: fēn huá lì de
反方向地: fǎn fāng xiàng de
反复地说: fǎn fù de shuō
反覆地讲: fǎn fù de jiǎng
夫妇般地: fū fù bān de
好和平地: hǎo hé píng de
灰黄色地: huī huáng sè de
含混地说: hán hùn de shuō
含糊地发: hán hú de fā
含糊地念: hán hú de niàn
含糊地说: hán hú de shuō
怀负义地: huái fù yì de
厚厚地涂: hòu hòu de tú
哗哗地流: huā huā de liú
狠狠地打: hěn hěn de dǎ
绘画般地: huì huà bān de
黄喉地莺: huáng hóu de yīng
很尴尬地: hěn gān gà de
分光镜地: fēn guāng jìng de
反过来地: fǎn guò lái de
非公认地: fēi gōng rèn de
非固有地: fēi gù yǒu de
非官办地: fēi guān bàn de
非官方地: fēi guān fāng de
非故意地: fēi gù yì de
富感情地: fù gǎn qíng de
会骄傲地: huì jiāo ào de
非经常地: fēi jīng cháng de
很均匀地: hěn jūn yún de
很沮丧地: hěn jǔ sàng de
很紧密地: hěn jǐn mì de
很惊奇地: hěn jīng qí de
很简单地: hěn jiǎn dān de
福建省地: fú jiàn shěng de
分阶段地: fēn jiē duàn de
好交际地: hǎo jiāo jì de
好竞争地: hǎo jìng zhēng de
好嫉妒地: hǎo jí dù de
环境上地: huán jìng shàng de
飞快地跑: fēi kuài de pǎo
发狂似地: fā kuáng shì de
欢快地跳: huān kuài de tiào
很快地飞: hěn kuài de fēi
很快地写: hěn kuài de xiě
很快地流: hěn kuài de liú
很客气地: hěn kè qì de
飞快地走: fēi kuài de zǒu
很可怕地: hěn kě pà de
疯狂似地: fēng kuáng shì de
患溃疡地: huàn kuì yáng de
很明白地: hěn míng bái de
很明显地: hěn míng xiǎn de
很茫然地: hěn máng rán de
很满意地: hěn mǎn yì de
虎地坳道: hǔ de ào dào
很大方地: hěn dà fāng de
嚯地站起: huò de zhàn qǐ
会凋零地: huì diāo líng de
好打听地: hǎo dǎ tīng de
怀敌意地: huái dí yì de
轰地一声: hōng de yī shēng
非典型地: fēi diǎn xíng de
非常多地: fēi cháng duō de
非常快地: fēi cháng kuài de
很残酷地: hěn cán kù de
反常情地: fǎn cháng qíng de
会传染地: huì chuán rǎn de
非常好地: fēi cháng hǎo de
发呆似地: fā dāi shì de
灰溜溜地: huī liū liū de
和蔼地说: hé ǎi de shuō
很认真地: hěn rèn zhēn de
很努力地: hěn nǔ lì de
愤怒地说: fèn nù de shuō
火辣辣地: huǒ là là de
发柔光地: fā róu guāng de
犯了罪地: fàn le zuì de
怀恶意地: huái è yì de
法律上地: fǎ lǜ shàng de
轰隆地响: hōng lōng de xiǎng
